year,month,day,temp_morning,temp_evening,average,actual,Event_rain
2019,2,4,50,47,49,49,1
2019,2,5,47,49,49.1,52,1
2019,2,6,49,52,49.1,48,1
2019,2,7,52,48,49.2,52,1
2019,2,8,48,52,49.3,59,1
2019,2,9,52,59,49.4,63,1
2019,2,10,59,63,49.4,56,1
2019,2,11,63,56,49.5,55,1
2019,2,12,56,55,49.6,57,1
2019,2,13,55,57,49.7,50,1
2019,2,14,57,50,49.8,53,1
2019,2,15,50,53,49.9,54,1
2019,2,16,53,54,49.9,54,1
2019,2,17,54,54,50,63,1
2019,2,18,54,63,50.1,51,1
2019,2,19,63,51,50.2,50,1
2019,2,20,51,50,50.4,51,1
2019,2,21,50,51,50.5,50,1
2019,2,22,51,50,50.6,51,1
2019,2,23,50,51,50.7,58,1
2019,2,24,51,58,50.8,57,1
2019,2,25,58,57,50.9,62,1
2019,2,26,57,62,51.1,57,1
2019,2,27,62,57,51.2,56,1
2019,2,28,57,56,51.3,50,1
2019,3,1,50,54,51.5,52,1
2019,3,2,54,52,51.6,52,1
2019,3,3,52,52,51.8,51,1
2019,3,4,52,51,51.9,55,1
2019,3,5,51,55,52.1,56,1
2019,3,6,55,56,52.2,59,1
2019,3,7,56,59,52.4,62,1
2019,3,8,59,62,52.5,63,1
2019,3,9,62,63,52.7,58,1
2019,3,10,63,58,52.8,56,1
2019,3,11,58,56,53,58,1
2019,3,12,56,58,53.1,64,1
2019,3,13,58,64,53.3,63,1
2019,3,14,64,63,53.4,57,1
2019,3,15,63,57,53.6,51,1
2019,3,16,57,51,53.7,57,1
2019,3,17,51,57,53.9,56,1
2019,3,18,57,56,54,60,1
2019,3,19,56,60,54.2,60,1
2019,3,20,60,60,54.3,57,1
2019,3,21,60,57,54.5,56,1
2019,3,22,57,56,54.6,53,1
2019,3,23,56,53,54.7,52,1
2019,3,24,53,52,54.9,55,1
2019,3,25,52,55,55,58,1
2019,3,26,55,58,55.2,69,1
2019,3,27,58,69,55.3,65,1
2019,3,28,69,65,55.5,60,1
2019,3,29,65,60,55.6,60,1
2019,3,30,60,60,55.7,64,1
2019,3,31,60,64,55.9,55,1
2019,4,1,64,55,56,55,1
2019,4,2,55,55,56.2,56,1
2019,4,3,55,56,56.3,52,1
2019,4,4,56,52,56.5,55,1
2019,4,5,52,55,56.6,62,1
2019,4,6,55,62,56.8,57,1
2019,4,7,62,57,56.9,58,1
2019,4,8,57,58,57.1,63,1
2019,4,9,58,63,57.2,63,1
2019,4,10,63,63,57.4,57,1
2019,4,11,63,57,57.6,53,1
2019,4,12,57,53,57.7,56,1
2019,4,13,53,56,57.9,53,1
2019,4,14,56,53,58.1,53,1
2019,4,15,53,53,58.3,57,1
2019,4,16,53,57,58.5,64,1
2019,4,17,57,64,58.6,66,1
2019,4,18,64,66,58.8,66,1
2019,4,19,66,66,59,70,1
2019,4,20,66,70,59.2,73,1
2019,4,21,70,73,59.4,63,1
2019,4,22,73,63,59.7,60,1
2019,4,23,63,60,59.9,54,1
2019,4,24,60,54,60.1,54,1
2019,4,25,54,54,60.3,56,1
2019,4,26,54,56,60.5,60,1
2019,4,27,56,60,60.7,77,1
2019,4,28,60,77,61,60,1
2019,4,29,77,60,61.2,61,1
2019,4,30,60,61,61.4,63,1
2019,5,1,57,55,61.6,65,1
2019,5,2,55,65,61.9,69,1
2019,5,3,65,69,62.1,71,1
2019,5,4,69,71,62.3,77,1
2019,5,5,71,77,62.5,84,1
2019,5,6,77,84,62.8,87,1
2019,5,7,84,87,63,69,1
2019,5,8,87,69,63.2,67,1
2019,5,9,69,67,63.4,73,1
2019,5,10,67,73,63.6,79,1
2019,5,11,73,79,63.8,81,1
2019,5,12,79,81,64.1,71,1
2019,5,13,81,71,64.3,66,1
2019,5,14,71,66,64.5,65,1
2019,5,15,66,65,64.7,63,1
2019,5,16,65,63,64.8,71,1
2019,5,17,63,71,65,63,1
2019,5,18,71,63,65.2,62,1
2019,5,19,63,62,65.4,65,1
2019,5,20,62,65,65.6,67,1
2019,5,21,65,67,65.7,60,1
2019,5,22,67,60,65.9,52,1
2019,5,23,60,52,66.1,54,1
2019,5,24,52,54,66.2,62,1
2019,5,25,54,62,66.4,64,1
2019,5,26,62,64,66.5,65,1
2019,5,27,64,65,66.7,62,1
2019,5,28,65,62,66.8,63,1
2019,5,29,62,63,67,61,1
2019,5,30,63,61,67.1,62,1
2019,5,31,61,62,67.3,67,1
2019,6,1,62,67,67.4,73,1
2019,6,2,67,73,67.6,69,1
2019,6,3,73,69,67.7,72,1
2019,6,4,69,72,67.9,79,1
2019,6,5,72,79,68,80,1
2019,6,6,79,80,68.2,80,1
2019,6,7,80,80,68.3,71,1
2019,6,8,80,71,68.5,69,1
2019,6,9,71,69,68.6,69,1
2019,6,10,69,69,68.8,71,1
2019,6,11,69,71,69,68,1
2019,6,12,71,68,69.1,69,1
2019,6,13,68,69,69.3,70,1
2019,6,14,69,70,69.5,68,1
2019,6,15,70,68,69.7,78,1
2019,6,16,68,78,69.8,75,1
2019,6,17,78,75,70,78,1
2019,6,18,75,78,70.2,74,1
2019,6,19,78,74,70.4,68,1
2019,6,20,74,68,70.6,63,1
2019,6,21,68,63,70.8,69,1
2019,6,22,63,69,71,78,1
2019,6,23,69,78,71.3,72,1
2019,6,24,78,72,71.5,70,1
2019,6,25,72,70,71.7,74,1
2019,6,26,70,74,71.9,72,1
2019,6,27,74,72,72.2,70,1
2019,6,28,72,70,72.4,87,1
2019,6,29,70,87,72.6,86,1
2019,6,30,87,86,72.8,93,1
2019,7,1,86,93,73.1,89,1
2019,7,2,93,89,73.3,83,1
2019,7,3,89,83,73.5,79,1
2019,7,4,83,79,73.8,71,1
2019,7,5,79,71,74,74,1
2019,7,6,71,74,74.2,79,1
2019,7,7,74,79,74.4,75,1
2019,7,8,79,75,74.6,80,1
2019,7,9,75,80,74.9,86,1
2019,7,10,80,86,75.1,72,1
2019,7,11,86,72,75.3,73,1
2019,7,12,72,73,75.4,67,1
2019,7,13,73,67,75.6,79,1
2019,7,14,67,79,75.8,82,1
2019,7,15,79,82,76,82,1
2019,7,16,82,82,76.1,88,1
2019,7,17,82,88,76.3,72,1
2019,7,18,88,72,76.4,79,1
2019,7,19,72,79,76.6,82,1
2019,7,20,79,82,76.7,77,1
2019,7,21,82,77,76.8,75,1
2019,7,22,77,75,76.9,79,1
2019,7,23,75,79,77,88,1
2019,7,24,79,88,77.1,88,1
2019,7,25,88,88,77.1,88,1
2019,7,26,88,88,77.2,88,1
2019,7,27,88,88,77.3,78,1
2019,7,28,88,78,77.3,70,1
2019,7,29,78,70,77.3,77,1
2019,7,30,70,77,77.3,77,1
2019,7,31,77,77,77.4,71,1
2019,8,1,77,71,77.4,69,1
2019,8,2,71,69,77.4,63,1
2019,8,3,69,63,77.3,77,1
2019,8,4,63,77,77.3,84,1
2019,8,5,77,84,77.3,86,1
2019,8,6,84,86,77.2,87,1
2019,8,7,86,87,77.2,88,1
2019,8,8,87,88,77.1,83,1
2019,8,9,88,83,77.1,83,1
2019,8,10,83,83,77,78,1
2019,8,11,83,78,76.9,77,1
2019,8,12,78,77,76.9,78,1
2019,8,13,77,78,76.8,82,1
2019,8,14,78,82,76.7,81,1
2019,8,15,82,81,76.6,70,1
2019,8,16,81,70,76.5,84,1
2019,8,17,70,84,76.4,78,1
2019,8,18,84,78,76.3,79,1
2019,8,19,78,79,76.2,80,1
2019,8,20,79,80,76.1,78,1
2019,8,21,80,78,75.9,82,1
2019,8,22,78,82,75.8,84,1
2019,8,23,82,84,75.7,77,1
2019,8,24,84,77,75.5,77,1
2019,8,25,77,77,75.4,72,1
2019,8,26,77,72,75.3,76,1
2019,8,27,72,76,75.1,80,1
2019,8,28,76,80,75,80,1
2019,8,29,80,80,74.8,75,1
2019,8,30,80,75,74.6,79,1
2019,8,31,75,79,74.4,82,1
2019,9,1,69,69,74.3,73,1
2019,9,2,69,73,74.1,71,1
2019,9,3,73,71,73.9,82,1
2019,9,4,71,82,73.7,83,1
2019,9,5,82,83,73.5,82,1
2019,9,6,83,82,73.3,84,1
2019,9,7,82,84,73,83,1
2019,9,8,84,83,72.8,85,1
2019,9,9,83,85,72.6,85,1
2019,9,10,85,85,72.3,84,1
2019,9,11,85,84,72.1,85,1
2019,9,12,84,85,71.8,68,1
2019,9,13,85,68,71.5,64,1
2019,9,14,68,64,71.2,67,1
2019,9,15,64,67,71,65,1
2019,9,16,67,65,70.7,64,1
2019,9,17,65,64,70.3,62,1
2019,9,18,64,62,70,65,1
2019,9,19,62,65,69.7,69,1
2019,9,20,65,69,69.4,77,1
2019,9,21,69,77,69,76,1
2019,9,22,77,76,68.7,76,1
2019,9,23,76,76,68.3,80,1
2019,9,24,76,80,68,75,1
2019,9,25,80,75,67.6,67,1
2019,9,26,75,67,67.2,61,1
2019,9,27,67,61,66.8,65,1
2019,9,28,61,65,66.5,65,1
2019,9,29,65,65,66.1,77,1
2019,9,30,65,77,65.7,65,1
